_date,ACWI-US,VLUE-US,MTUM-US,QUAL-US,MCHI-US,EWJ-US,EWY-US
7/12/2023,96.85,95.15,144.91,135.89,46.49,62.25,66.1
7/13/2023,97.95,95.67,145.62,137.18,47.45,63.18,66.97
7/14/2023,97.68,94.53,145.49,137.25,46.64,62.42,67.18
7/17/2023,97.93,94.49,146.37,138.02,46.38,62.45,67.54
7/18/2023,98.48,95.34,147.4,138.78,45.43,63.31,67.34
7/19/2023,98.6,96.24,146.97,138.81,45.6,63.32,67.12
7/20/2023,97.94,96.085,145.67,137.8,45.39,62.48,66
7/21/2023,97.99,96.24,145.36,137.92,45.38,62.41,66.03
7/24/2023,98.34,96.68,145.25,138.53,46.39,62.5,67.3
7/25/2023,98.66,96.6,146.33,139.39,46.95,62.58,67.9
7/26/2023,98.79,96.92,145.48,139.34,47.67,62.83,67.53
7/27/2023,98.17,96.64,145.12,138.72,46.98,63.34,66.32
7/28/2023,99.2,97.01,146.48,139.93,49.48,63.7,67.49
7/31/2023,99.39,97.29,146.75,139.97,49.8,63.42,67.57
8/01/2023,98.7,97.04,146.77,139.97,48.71,62.67,67.56
8/02/2023,97.07,96.01,144.34,137.79,47.31,61.49,65.48
8/03/2023,96.84,95.67,144.3,137.53,48.45,61.19,65.45
8/04/2023,96.64,95.7,144.19,136.76,47.95,61.78,64.83
8/07/2023,97.29,96.58,146.13,138.29,47.49,62.3,64.65
8/08/2023,96.73,96.27,145.84,137.74,46.73,61.75,63.77
8/09/2023,96.32,95.7,144.53,136.88,46.89,61.21,64.28
8/10/2023,96.47,95.27,144.61,136.72,47.22,61.47,63.86
8/11/2023,96.11,95.25,144,136.18,45.84,61.37,63.12
8/14/2023,96.3,95.42,145.75,137.65,45.51,60.82,62.56
8/15/2023,95.12,93.98,144.9,136.43,44.76,60.17,62.01
8/16/2023,94.39,92.95,143.47,135.61,43.94,59.42,60.76
8/17/2023,93.77,92.31,141.59,134.72,44.38,59.17,60.82
8/18/2023,93.73,92.75,141.97,134.86,43.32,59.32,60.67
8/21/2023,94.22,92.96,143.52,136.16,43.24,59.37,61.08
8/22/2023,94.01,92.46,142.91,135.56,43.12,59.66,60.78
8/23/2023,95.12,93.11,144.71,136.995,43.72,60.45,61.55
8/24/2023,93.91,92.1,142.34,135.15,43.76,59.66,61.51
8/25/2023,94.48,92.36,143.16,135.96,43.76,59.97,62.01
8/28/2023,95.21,93.16,144.39,136.86,44.65,60.68,62.51
8/29/2023,96.56,94.31,146.78,138.92,45.62,61.1,63.35
8/30/2023,96.8,94.39,147.24,139.33,45.37,60.99,62.94
8/31/2023,96.5,94.46,147.2,139.36,44.91,61.64,62.45
9/01/2023,96.77,95.16,147.26,139.68,45.89,62.04,63.21
9/05/2023,96.21,94.15,146.52,138.89,45.32,62.07,62.76
9/06/2023,95.65,93.91,146.11,137.97,45.34,62.23,62.02
9/07/2023,95.29,93.55,145.67,137.44,43.99,62.23,61.74
9/08/2023,95.33,93.94,145.88,137.43,43.89,61.61,61.79
9/11/2023,96.15,94,146.72,137.89,44.61,62.32,62.78
9/12/2023,95.69,94.13,145.35,137.04,44.61,62.31,62.01
9/13/2023,95.72,93.88,145.45,137.28,44.27,62.28,62.03
9/14/2023,96.6,94.88,146.64,138.17,44.51,63.34,62.84
9/15/2023,95.82,94.09,143.99,136.07,44.22,62.99,63.12
9/18/2023,95.72,93.95,144.29,136.45,44.14,63.14,63.25
9/19/2023,95.51,93.84,144.11,136.28,43.86,63.45,62.58
9/20/2023,94.89,93.19,142.65,134.97,43.53,62.6,62.14
9/21/2023,93.32,91.97,140.11,132.41,42.69,61.63,60.5
9/22/2023,93.26,91.6,140.41,132.59,44.03,61.8,60.8
9/25/2023,93.38,91.93,140.88,133.03,43.41,61.72,60.62
9/26/2023,92.02,90,138.94,130.77,42.91,60.77,58.7
9/27/2023,92.06,90.24,139.21,131.08,43.05,61.03,58.72
9/28/2023,92.63,90.8,140.34,132.02,42.96,61.15,59.27
9/29/2023,92.37,90.72,139.7,131.79,43.29,60.29,58.94
10/02/2023,91.96,89.89,139.76,132.11,43.09,59.77,58.45
10/03/2023,90.73,88.9,137.55,130.45,42.24,58.73,57.86
10/04/2023,91.12,88.9,138.67,131.47,41.94,58.09,57.75
10/05/2023,91.35,88.82,138.45,131.53,42.18,59.23,57.98
10/06/2023,92.48,89.42,140.51,133.39,43.12,59.38,58.61
10/09/2023,92.81,90.14,141.34,134.42,43.08,59.55,58.47
10/10/2023,93.59,90.74,142.22,134.95,43.91,60.33,58.55
10/11/2023,94.02,91.07,142.7,135.91,44.25,60.18,59.56
10/12/2023,93.3,89.99,141.75,135.5,43.45,60.33,59.03
10/13/2023,92.77,89.54,140.81,134.76,43.17,59.58,58.76
10/16/2023,93.62,90.58,142.47,136.25,43.29,59.77,59.09
10/17/2023,93.66,90.9,142.32,136.03,42.98,59.89,59.04
10/18/2023,92.32,89.69,140.52,134.29,42.24,58.95,58.47
10/19/2023,91.49,88.87,139.59,132.93,41.67,58.52,57.71
10/20/2023,90.4,88.03,138.08,131.47,40.92,58.13,56.88
10/23/2023,90.33,87.12,138.5,131.4,41.16,57.99,57.11
10/24/2023,90.99,87.89,139.86,132.36,42.34,58.36,57.86
10/25/2023,89.83,86.95,137.74,130.27,41.7,58.13,56.39
10/26/2023,88.91,86.66,135.5,128.12,41.71,57.34,55.17
10/27/2023,88.59,85.95,135.38,127.66,41.92,57.82,54.64
10/30/2023,89.62,86.55,136.85,129.26,42.46,58.25,55.95
10/31/2023,90.02,87.45,137.43,129.84,41.81,58.96,54.95
11/01/2023,90.92,88.22,139.56,131.18,41.8,59.97,56.25
11/02/2023,92.72,89.9,142.13,133.84,42.15,60.95,58.05
11/03/2023,93.79,91.44,143.75,134.99,43.25,62,59.67
11/06/2023,93.87,90.96,144.5,135.46,43.51,61.2,62.68
11/07/2023,93.82,90.81,144.71,136.06,43.44,60.64,61.65
11/08/2023,93.8,89.97,145.32,136.48,43.17,59.64,60.47
11/09/2023,93.24,89.06,144.48,135.6,42.6,59.89,59.87
11/10/2023,94.31,90.36,147.01,137.8,42.5,60.47,60.3
11/13/2023,94.33,90.01,147.45,137.57,42.92,60.44,59.69
11/14/2023,96.39,92.42,149.87,140.01,43.96,61.64,61.89
11/15/2023,96.59,93.11,149.04,139.88,44.88,61.18,62.34
11/16/2023,96.52,92.47,149.64,139.8,43.23,61.39,62.78
11/17/2023,96.95,93.11,149.98,139.88,43.27,62.35,62.25
11/20/2023,97.63,93.54,151.49,141.02,44.22,62.36,63.51
11/21/2023,97.37,92.83,150.99,140.76,43.47,62.1,62.88
11/22/2023,97.64,93.27,151.23,141.17,43.43,62.49,62.91
11/24/2023,97.88,93.66,151.31,141.17,43.65,62.61,62.32
11/27/2023,97.62,93.35,150.88,140.75,43.13,62.56,62.56
11/28/2023,97.78,93.22,150.37,140.65,43.25,62.55,63.49
11/29/2023,97.77,93.99,150.24,140.58,42.42,62.49,63.38
11/30/2023,98.02,94.65,150.11,141.07,42.68,62.61,63.04
12/01/2023,98.75,95.68,150.51,141.91,42.31,63.21,63.32
12/04/2023,98.14,95.48,148.84,141.19,41.61,62.25,62.05
12/05/2023,97.95,95.09,148.82,141.12,40.9,62.02,61.54
12/06/2023,97.76,94.89,147.41,140.71,40.88,62.67,61.14
12/07/2023,98.39,95.75,149.54,141.78,40.92,63.15,61.8
12/08/2023,98.71,96.42,150.8,142.51,40.45,62.78,62.16
12/11/2023,99.06,97.46,152.385,143.74,40.78,63.14,62.71
12/12/2023,99.38,97.13,153.75,144.86,41,63.05,63.05
12/13/2023,100.75,98.64,154.74,146.53,40.92,64.01,63.81
12/14/2023,101.4,100.92,153.81,146.43,41.33,63.72,64.65
12/15/2023,100.97,100.33,154.51,146.3,41.2,63.17,63.94
12/18/2023,101.42,100.16,156.22,147.32,40.86,63.05,64.19
12/19/2023,102.15,101.16,157.13,147.99,41.35,63.24,64.91
12/20/2023,99.78,98.76,154.18,145.62,39.28,62.05,63.12
12/21/2023,101.03,99.92,156.23,146.91,40.37,63.13,64.12
12/22/2023,101.18,100.42,156.37,146.7,39.29,63.33,63.97
12/26/2023,101.67,101.42,157.24,147.36,39.57,63.31,64.27
12/27/2023,101.96,101.49,157.63,147.64,39.53,63.66,64.85
12/28/2023,101.96,101.55,157.54,147.5,40.46,64.04,65.98
12/29/2023,101.77,101.16,156.89,147.14,40.74,64.14,65.53
1/02/2024,100.9,101.3,154.02,146.07,39.71,63.56,64.74
1/03/2024,100.1,100.29,152.71,145.13,40.27,63.21,63.35
1/04/2024,99.99,99.76,152.32,144.615,39.77,63.06,62.72
1/05/2024,100.08,100.32,152.64,144.745,39.43,63.53,62.88
1/08/2024,101.28,101.34,156.25,146.89,39.03,64.46,63.21
1/09/2024,100.82,100.55,156.78,146.78,38.48,64.07,61.78
1/10/2024,101.29,100.33,158.31,147.66,38.44,65.22,61.42
1/11/2024,101.24,99.82,159.22,148.02,38.9,65.8,61.53
1/12/2024,101.45,99.55,159.54,148.38,38.78,66.43,61.36
1/16/2024,100.56,99.02,159.94,147.74,37.65,65.94,58.99
1/17/2024,99.79,98.17,159.03,147.15,36.8,65.12,57.46
1/18/2024,100.66,98.36,161.11,148.65,36.93,65.73,58.53
1/19/2024,101.67,99.69,164.58,150.81,37.04,65.9,59.26
1/22/2024,101.83,100.07,165.02,151.34,36.08,66.68,58.53
1/23/2024,102.04,100.45,165.16,151,37.44,66.09,58.92
1/24/2024,102.38,100.14,166.79,151.27,38.39,66.17,59.12
1/25/2024,102.79,101.49,167.92,151.71,38.46,65.92,58.9
1/26/2024,102.88,100.48,167.15,151.35,38.17,65.39,59.5
1/29/2024,103.56,100.83,169.06,152.73,37.48,66.17,60.16
1/30/2024,103.39,101.37,168.69,152.73,36.78,65.93,59.91
1/31/2024,102.05,100.3,165.65,150.5,36.54,66.21,59.47
2/01/2024,103.32,101.17,168.48,152.3,36.69,66.92,61.3
2/02/2024,103.74,100.73,172.89,154.3,36.04,66.51,62.61
2/05/2024,103.34,99.85,173.32,154.21,36.52,66.19,62.13
2/06/2024,103.94,100.3,172.56,154.48,38.51,66.18,62.18
2/07/2024,104.47,100.48,175.35,156.29,37.98,66.56,63.28
2/08/2024,104.45,100.52,176.11,156.66,37.29,66.39,63.28
2/09/2024,105.01,100.89,178.46,157.64,37.64,66.63,63.67
2/12/2024,105.14,102,177.41,157.63,38.25,66.97,64.45
2/13/2024,103.47,100.075,175.3,155.67,37.45,66.74,62.71
2/14/2024,104.61,101,178.81,157.25,38.09,67,63.87
2/15/2024,105.45,102.09,179.15,158.16,38.19,67.64,63.79
2/16/2024,105.19,101.59,177.38,156.96,38.79,67.63,64.19
2/20/2024,104.89,101.41,175.15,155.79,38.47,67.93,64.3
2/21/2024,104.92,101.62,173.57,156.04,39.28,67.79,64.3
2/22/2024,106.725,102.13,180.39,160.06,39.77,68.9,65.13
2/23/2024,106.77,102.37,180.06,160.26,39.9,69.01,65.16
2/26/2024,106.48,101.985,180.54,160.11,39.55,69,64.2
2/27/2024,106.69,102.37,180.65,160.1,40.09,69.18,63.62
2/28/2024,106.24,102.15,180.27,159.745,38.91,68.67,64.15
2/29/2024,106.65,102.83,182.21,160.28,38.99,69.12,64.11
3/01/2024,107.68,103.89,186.48,162.38,39.63,70.33,64.93
3/04/2024,107.52,104.39,187.73,162.26,38.91,69.92,65.6
3/05/2024,106.65,103.84,184.32,160.5,38.48,70.3,64.31
3/06/2024,107.48,104.77,186.13,161.67,39.08,71.37,65.08
3/07/2024,108.6,105.47,189.2,163.56,38.83,71.34,65.88
3/08/2024,108.07,105.08,185.66,161.61,38.96,71.18,66.27
3/11/2024,107.85,105.57,183.21,161.16,39.81,69.6,66.23
3/12/2024,108.94,105.81,187.06,163.51,40.63,69.98,67.22
3/13/2024,108.8,105.72,186.03,163.27,40.78,69.37,67.09
3/14/2024,108.37,104.54,185.04,163.01,40.17,69.06,67.05
3/15/2024,107.82,104.46,182.54,161.48,40.05,69.57,65.59
3/18/2024,108.26,104.8,183.86,162.39,40.3,70.65,65.76
3/19/2024,108.64,105.25,184.65,163.34,40.05,70.92,65.28
3/20/2024,109.74,106.54,186.82,164.94,40.45,71.47,66.83
3/21/2024,109.98,106.61,188.6,165.44,40.1,71.83,67.53
3/22/2024,109.72,106.11,188.59,164.58,39.53,71.82,67.05
3/25/2024,109.5,105.98,188.37,163.94,39.45,70.99,67.52
3/26/2024,109.35,105.94,187.73,163.31,39.58,71.3,67.4
3/27/2024,110.15,107.79,187.72,164.16,39.52,71.61,67.3
3/28/2024,110.13,108.31,187.35,164.35,39.73,71.35,67.11
4/01/2024,109.87,107.88,187.55,163.87,40.38,70.28,66.6
4/02/2024,109.22,106.79,186.32,162.85,40.5,69.92,66.67
4/03/2024,109.48,106.74,187.91,162.9,40.38,70.4,66.5
4/04/2024,108.38,105.62,184.32,160.6,40.22,69.67,66.11
4/05/2024,109.23,106.05,187.58,162.54,39.95,69.87,66.1
4/08/2024,109.46,105.96,187.09,162.435,40.14,70.22,66.24
4/09/2024,109.62,106.39,185.91,162.46,40.5,70.48,65.87
4/10/2024,108.37,104.24,185.17,160.88,40.23,69.38,63.35
4/11/2024,109.01,104.26,187.24,162.31,40.54,69.99,64.92
4/12/2024,107.33,102.45,183.9,160.15,39.28,69.06,62.61
4/15/2024,106.29,101.93,180.78,158.17,39.43,68.77,62.26
4/16/2024,105.73,101.23,181.68,158.32,38.97,67.81,61.29
4/17/2024,105.34,100.82,179.22,157.21,39.04,67.09,60.88
4/18/2024,105.19,100.85,178.12,156.87,39.54,66.89,61.8
4/19/2024,104.54,101.24,173.58,154.56,39.41,66.49,61.32
4/22/2024,105.6,101.99,175.31,155.88,40.19,67.17,62.68
4/23/2024,106.78,102.8,179.07,157.67,40.71,67.32,62.99
4/24/2024,106.72,103.12,178.25,157.56,41.34,67.61,63.16
4/25/2024,106.39,102.5,177.43,157.08,41.55,66.56,62.9
4/26/2024,107.38,102.17,179.68,159.05,42.35,67.13,63.34
4/29/2024,107.85,102.81,179.74,158.97,42.77,67.74,64.02
4/30/2024,106.22,100.95,177.11,156.96,41.87,67.27,63.05
