_date,ACWI-US,VLUE-US,MTUM-US,QUAL-US,MCHI-US,EWJ-US,EWY-US
4/01/2014,58.56,60.89,61.0455,56.88,45.35,45.44,62.29
4/02/2014,58.7,61.11,61.49,57.0296,45.47,45.84,62.3
4/03/2014,58.58,61.1,60.911,56.8102,45.37,45.6,62.34
4/04/2014,58.15,61.39,59.6,55.9364,44.99,45.4,62.32
4/07/2014,57.74,59.9496,58.83,55.4586,45.13,44.96,62.23
4/08/2014,57.94,59.939,59.0076,55.4901,45.68,44,63.26
4/09/2014,58.6,60.532,60.27,56.26,46.3,44.64,64.12
4/10/2014,57.48,59.52,58.422,55.2188,46.4,43.36,63.4
4/11/2014,57.04,58.9946,57.6614,54.54,45.89,43.2,63.48
4/14/2014,57.43,59.1,57.98,54.945,45.88,43.8,63.54
4/15/2014,57.42,59.74,58.5,55.4156,44.74,43.76,62.97
4/16/2014,58.12,60.25,59.3299,56.058,45.29,44.6,63.91
4/17/2014,58.295,60.54,59.57,56.17,45.43,44.72,63.69
4/21/2014,58.43,60.61,60,56.29,45.14,44.72,63.84
4/22/2014,58.65,60.95,60.49,56.602,44.89,44.4,63.846
4/23/2014,58.48,60.86,60.18,56.33,44.46,44.52,63.35
4/24/2014,58.52,60.86,59.97,56.38,44.45,44.36,63.46
4/25/2014,58.09,60.44,58.95,55.96,44.06,44.08,62.38
4/28/2014,58.26,60.6175,58.79,56.37,43.6,44.32,62.85
4/29/2014,58.64,60.96,59.2801,56.67,44.16,44.44,63.11
4/30/2014,58.83,61.0399,59.74,56.75,43.84,44.32,62.55
5/01/2014,58.8,61,59.88,56.83,43.91,44.88,62.86
5/02/2014,58.77,61.02,59.88,56.7,44.12,44.8,62.69
5/05/2014,58.77,60.66,60.32,56.96,43.72,44.68,62.56
5/06/2014,58.5,60.632,59.44,56.5,43.73,44.56,62.75
5/07/2014,58.73,60.965,59.423,56.46,43.59,44.36,62.42
5/08/2014,58.69,60.83,59.33,56.48,43.35,44.2,62.75
5/09/2014,58.75,60.6,59.6767,56.72,43.29,44.56,62.63
5/12/2014,59.24,61.49,60.67,57.3204,44.26,44.6,63.48
5/13/2014,59.32,61.64,60.739,57.42,44.45,45.2,64.17
5/14/2014,59.18,61.35,60.27,57.08,44.88,44.96,64.56
5/15/2014,58.81,60.598,59.6,56.486,44.74,44.52,64.21
5/16/2014,59.04,60.85,59.84,56.77,45.08,44.6,65.02
5/19/2014,59.11,61.13,60.37,56.971,44.94,44.68,65.25
5/20/2014,58.66,60.73,59.88,56.62,44.75,44.16,64.6
5/21/2014,59.14,61.1,60.6,57.02,45.26,44.68,65
5/22/2014,59.3,61.41,60.99,57.16,45.76,45.12,65.26
5/23/2014,59.49,61.5299,61.31,57.4479,45.81,45.56,65.07
5/27/2014,59.79,61.77,61.93,57.67,45.59,45.92,64.43
5/28/2014,59.68,61.816,61.97,57.6577,45.9,45.72,65.16
5/29/2014,60.01,61.979,62.21,57.8799,45.86,46.24,65.49
5/30/2014,60.01,62.25,62.17,58.07,45.86,46.32,64.63
6/02/2014,60.11,62.32,62.35,58.11,46.22,46.88,64.67
6/03/2014,60.25,62.335,62.23,57.98,46.66,46.8,64.79
6/04/2014,60.13,62.497,62.36,58.11,46.24,47.12,64.74
6/05/2014,60.52,62.59,62.6701,58.47,46.6,47.24,64.9
6/06/2014,60.84,63.184,62.82,58.7,46.39,47.24,65.39
6/09/2014,60.88,63.2501,62.76,58.749,46.81,47.2,65.27
6/10/2014,60.92,63.28,62.77,58.63,47.14,46.8,65.66
6/11/2014,60.6,63.0499,62.74,58.44,46.81,46.92,65.41
6/12/2014,60.38,62.8599,62.2099,57.88,46.79,47.08,65
6/13/2014,60.52,62.75,62.31,57.95,47.37,47.32,64.27
6/16/2014,60.5,62.89,62.3406,58.0495,47.24,47.32,64.39
6/17/2014,60.54,63.09,62.54,58.16,47.24,47.24,64.54
6/18/2014,61.04,63.5799,63.1392,58.33,47.47,47.88,64.74
6/19/2014,61.18,63.6092,63.16,58.49,47.05,48.72,64.52
6/20/2014,61.2,63.81,63.57,58.5697,46.98,48.76,63.61
6/23/2014,61.15,63.84,63.47,58.57,46.41,48.36,63.92
6/24/2014,60.73,63.38,63.09,58.2115,46.24,48.36,64.61
6/25/2014,60.04,63.23,63.33,58.25,45.86,48.2,64.55
6/26/2014,60.1,62.878,63.28,58.15,46.33,48.04,64.86
6/27/2014,60.22,63.08,63.337,58.28,46.45,47.92,64.97
6/30/2014,60.26,63.3,63.26,58.19,46.37,48.16,65.02
7/01/2014,60.72,63.65,63.81,58.81,46.7,49,65.54
7/02/2014,60.84,63.65,63.68,58.86,47.34,48.88,65.78
7/03/2014,61.14,64,64,59.19,47.81,48.72,65.95
7/07/2014,60.86,63.77,63.43,59.01,47.94,48.36,65.19
7/08/2014,60.36,63.452,62.92,58.7,47.67,48.2,64.82
7/09/2014,60.61,63.706,63.32,58.89,47.5,48.52,65.02
7/10/2014,60.2,63.435,63.11,58.55,47.21,47.68,64.54
7/11/2014,60.23,63.46,63.35,58.61,47.42,47.76,63.96
7/14/2014,60.59,63.74,63.66,58.98,47.96,48.32,64.35
7/15/2014,60.46,63.863,63.36,58.71,47.97,48.48,64.31
7/16/2014,60.78,64.0227,63.41,58.8,48.27,48.56,64.56
7/17/2014,60.01,63.65,62.53,58.1,47.57,48.24,63.92
7/18/2014,60.61,63.95,63.4515,58.86,47.89,48.48,64.75
7/21/2014,60.46,63.85,63.47,58.64,47.91,48.4,64.78
7/22/2014,60.75,64.1,63.9,59.05,48.81,48.56,65.55
7/23/2014,60.89,64.28,64.2,59.339,49.31,48.6,65.32
7/24/2014,60.92,64.33,64.41,59.17,49.78,48.36,65.17
7/25/2014,60.66,64,64.2,58.9,49.77,48.52,65.31
7/28/2014,60.75,63.89,64.09,59.11,50.57,48.8,66.14
7/29/2014,60.48,64.02,63.88,58.9,50.43,48.68,66.86
7/30/2014,60.51,63.7228,63.98,58.91,50.06,48.72,67.36
7/31/2014,59.39,62.79,62.6001,57.7499,49.49,48,66.1
8/01/2014,59.14,62.3258,62.6136,57.51,49.94,47.96,66.6
8/04/2014,59.56,62.605,63.09,57.88,50.48,48.04,66.61
8/05/2014,58.86,61.8501,62.38,57.445,49.96,47.28,65.61
8/06/2014,58.81,62.076,62.11,57.6,49.75,47.02,65.4
8/07/2014,58.42,61.682,61.7899,57.23,49.42,46.88,64.98
8/08/2014,58.99,62.34,62.4599,57.89,50.25,46.96,65.15
8/11/2014,59.2,62.6,62.69,58.03,50.8,47.4,65.36
8/12/2014,59.18,62.5,62.63,57.98,50.89,47.32,65.51
8/13/2014,59.52,62.6243,63.16,58.3545,51.4,47.72,65.93
8/14/2014,59.8,63.04,63.5,58.63,50.92,47.8,66.51
8/15/2014,59.81,63.03,63.64,58.69,50.9,47.88,66.31
8/18/2014,60.24,63.54,64.05,59.28,51.21,48.04,66.4
8/19/2014,60.48,63.95,64.5065,59.7224,51.3,48.08,66.77
8/20/2014,60.5,64.15,64.77,59.9701,51.18,47.8,66.31
8/21/2014,60.66,64.42,64.89,60.03,50.63,48.04,65.43
8/22/2014,60.45,64.18,64.92,60.02,50.66,47.68,65.79
8/25/2014,60.82,64.55,65.25,60.251,51.05,47.84,66.02
8/26/2014,60.89,64.66,65.31,60.36,51.06,47.6,66.67
8/27/2014,60.99,64.74,65.22,60.21,50.79,47.4,66.68
8/28/2014,60.81,64.6038,65.16,60.1621,50.08,47.28,66.66
8/29/2014,60.92,64.609,65.48,60.2599,50.13,47.2,66.4
9/02/2014,60.88,64.62,65.6752,60.4,50.44,47.68,65.4
9/03/2014,61.09,64.75,65.6784,60.15,51.93,47.72,65.24
9/04/2014,60.89,64.5599,65.56,60.01,51.97,47.56,65.22
9/05/2014,61.15,64.8,65.95,60.27,52.42,47.36,65.08
9/08/2014,60.72,64.69,65.95,60.24,52.13,47.32,64.39
9/09/2014,60.4,64.3575,65.48,59.89,51.72,46.92,63.6
9/10/2014,60.59,64.44,65.82,60.2599,51.06,47.44,63.86
9/11/2014,60.4,64.5,65.7,60.08,50.82,47.32,63.6
9/12/2014,60.1,64.0201,65.29,59.84,50.49,47.16,63.72
9/15/2014,60.05,64.12,64.94,59.68,49.83,47.2,63.47
9/16/2014,60.43,64.1,65.66,60.1728,50.2,47.28,64.2
9/17/2014,60.25,64.78,65.76,60.16,49.87,46.88,64.08
9/18/2014,60.63,65.0889,66.12,60.5799,49.85,47.16,63.55
9/19/2014,60.45,64.85,66.04,60.58,49.35,47.24,63.42
9/22/2014,59.96,64.4,65.29,60.14,48.47,47.2,62.4
9/23/2014,59.58,64.04,65.06,59.82,48.21,47.12,62.21
9/24/2014,59.95,64.2099,65.58,60.2395,49.2,47.4,62.87
9/25/2014,58.98,63.35,64.69,59.22,48.37,47.28,61.73
9/26/2014,59.39,63.638,65.23,59.83,48.52,47.64,61.86
9/29/2014,59.05,63.64,65.18,59.7399,47.3,47.36,61.07
9/30/2014,58.9,63.44,64.87,59.6099,47.38,47.08,60.51
10/01/2014,58.13,62.45,63.915,58.7699,46.49,46.32,58.93
10/02/2014,57.9,62,63.87,58.78,46.37,45.44,58.71
10/03/2014,58.23,63.0305,64.8,59.3899,47.12,46,58.86
10/06/2014,58.53,63.22,64.64,59.2708,48.05,45.88,58.77
10/07/2014,57.64,62.408,63.52,58.41,47.68,45.6,58.24
10/08/2014,58.59,63.252,64.793,59.48,48.46,45.88,58.56
10/09/2014,57.27,61.92,63.25,58.42,47.76,44.72,57.61
10/10/2014,56.4,61.09,62.329,57.5999,46.85,44.08,56.47
10/13/2014,56.01,60.11,60.87,56.624,47.13,43.68,56.98
10/14/2014,56.09,60.26,60.6001,56.7,47.18,43.96,57.16
10/15/2014,55.69,59.6199,60.29,56.4065,46.96,43.72,57.08
10/16/2014,55.53,59.71,60.682,56.3879,46.79,43.56,56.88
10/17/2014,56.31,60.4801,61.71,57.01,47.27,43.76,56.8
10/20/2014,56.71,61.13,62.2,57.3,47.39,44.64,57.59
10/21/2014,57.55,62.1896,63.748,58.42,47.54,44.56,57.79
10/22/2014,57.11,61.98,63.29,58.11,47.43,44.6,57.55
10/23/2014,57.75,62.54,64.278,58.93,47.7,44.88,57.63
10/24/2014,58.08,62.8,64.96,59.354,47.83,45.04,57.58
10/27/2014,57.92,62.85,64.79,59.4699,47.32,45.12,57.89
10/28/2014,58.65,63.0201,65.56,60.06,48.46,45.36,58.44
10/29/2014,58.39,63.17,65.16,59.95,48.61,45.6,59.02
10/30/2014,58.83,63.6818,65.66,60.63,48.65,45.96,59.37
10/31/2014,59.61,64.37,66.359,61.2,49.21,48.24,58.63
11/03/2014,59.36,64.77,66.46,61.11,48.89,48.56,57.65
11/04/2014,59.08,64.46,66.35,60.95,49.1,47.28,57.38
11/05/2014,59.32,64.8599,66.68,61.09,48.79,47.04,56.47
11/06/2014,59.26,64.89,67.03,61.38,48.7,46.44,56.71
11/07/2014,59.4,65.1,66.745,61.31,48.55,46.28,57.04
11/10/2014,59.53,65.4,66.99,61.64,48.62,46.64,57.53
11/11/2014,59.73,65.324,67.02,61.71,48.77,46.92,57.06
11/12/2014,59.54,65.358,67.05,61.79,48.73,46.68,57.26
11/13/2014,59.63,65.3,66.92,61.852,49.03,47.08,57.06
11/14/2014,59.71,65.4399,66.84,61.77,50.04,47.08,56.6
11/17/2014,59.62,65.32,66.96,61.64,48.67,46.32,56.54
11/18/2014,60.06,65.79,67.77,61.93,48.2,46.96,56.98
11/19/2014,59.96,65.76,67.483,61.79,47.95,46.68,56.14
11/20/2014,59.92,65.8399,67.43,61.97,47.66,46.2,56
11/21/2014,60.44,66.26,67.8,62.28,49.33,46.54,56.79
11/24/2014,60.59,66.44,68.14,62.49,49.3,46.64,56.83
11/25/2014,60.56,66.56,68.25,62.44,48.96,46.76,56.74
11/26/2014,60.8,66.3,68.73,62.58,50.33,46.64,57.52
11/28/2014,60.43,66,68.85,62.6,49.78,46.48,56.88
12/01/2014,60.05,65.6138,68.37,62.29,48.52,46.72,56.45
12/02/2014,60.31,66.181,68.82,62.61,49.52,47.1,56.36
12/03/2014,60.47,66.411,68.95,62.91,49.23,47.06,56.34
12/04/2014,60.33,66.3,68.98,62.9,50.4,46.96,56.92
12/05/2014,60.39,66.5,69.2101,62.97,50.89,47,56.59
12/08/2014,59.83,65.9348,68.97,62.5,50.37,46.24,56.62
12/09/2014,59.64,65.885,68.95,62.6,48.79,46.48,57
12/10/2014,58.74,64.84,67.91,61.546,48.52,45.76,56.13
12/11/2014,58.78,65.14,68.2787,61.88,48.82,45.88,55.65
12/12/2014,57.79,64.6199,67.51,61,48.14,45.44,54.88
12/15/2014,57.16,63.54,67.04,60.7,47.95,44.56,55.44
12/16/2014,56.99,63.15,66.3,59.9817,47.77,44.6,56.24
12/17/2014,57.46,64.355,67.43,60.983,48.43,45.08,55.25
12/18/2014,58.71,65.54,69.2,62.71,48.71,45.8,55.12
12/19/2014,58.87,66.207,69.23,62.979,48.91,46.04,55.29
12/22/2014,59.22,66.5399,69.2399,62.98,49.84,45.92,55.93
12/23/2014,59.2,66.9971,68.879,62.999,49.21,46,55.3
12/24/2014,59.31,66.54,68.74,62.8799,48.88,45.92,55.61
12/26/2014,59.55,66.73,69.06,63.03,50.08,46.24,55.88
12/29/2014,59.42,66.8462,69.04,63.05,50.05,45.76,55.67
12/30/2014,59.03,66.56,68.5,62.81,49.46,45.2,55.22
12/31/2014,58.5,66.01,68.06,62.25,50.23,44.96,55.29
1/02/2015,58.36,65.3901,67.95,62.24,50.26,45.04,54.71
1/05/2015,57.21,64.47,67.07,61.3,50.19,44.52,54.03
1/06/2015,56.62,64.03,66.5,60.7699,49.71,43.8,53.83
1/07/2015,57.36,64.54,67.6,61.46,50.98,44.44,54.51
1/08/2015,58.26,65.849,68.98,62.61,51.49,44.98,55.57
1/09/2015,57.9,65.2305,68.62,62.07,51.32,44.52,56.08
1/12/2015,57.57,64.55,68.22,61.56,50.85,44.36,56.09
1/13/2015,57.61,64.37,67.99,61.3881,51.43,44.72,56.58
1/14/2015,57.34,63.8582,67.76,61.15,50.9,44.64,56.22
1/15/2015,57.21,63.29,67.31,60.5799,51.2,44.96,56.31
1/16/2015,57.88,64.135,68.13,61.3999,50.95,45.36,56.23
1/20/2015,58.01,63.93,68.5,61.68,50.56,45.72,56.2
1/21/2015,58.44,64.41,68.77,61.7996,52.18,45.8,56.73
1/22/2015,59.12,64.88,69.95,62.79,53.06,46,57.38
1/23/2015,58.76,65.09,69.81,62.65,52.85,45.84,57.38
1/26/2015,59.16,64.99,69.88,62.76,52.76,46.36,57.48
1/27/2015,58.75,64.72,68.99,61.71,51.9,46.44,57.25
1/28/2015,57.97,63.4,68.2,61.13,51.15,46.36,57.05
1/29/2015,58.52,63.93,68.85,61.7225,51.51,46.76,56.93
1/30/2015,57.73,63.29,67.59,61.17,50.4,45.96,55.65
2/02/2015,58.48,63.1099,68.09,61.72,51.1,46.44,56.58
2/03/2015,59.39,65.29,68.74,62.65,51.83,46.36,57
2/04/2015,59.04,65.468,68.63,62.2,52.24,46.6,57.27
2/05/2015,59.68,65.79,69.375,62.96,52.1735,47,57.03
2/06/2015,59.18,66.0443,68.71,62.54,51.03,46.6,56.15
2/09/2015,58.97,65.36,68.28,62.34,50.78,46.16,56.12
2/10/2015,59.47,65.97,69.23,63,51.1,46.76,55.71
2/11/2015,59.32,66.067,69.59,63.03,51.05,46.84,55.04
2/12/2015,60.06,66.72,70.04,63.546,51.81,47.16,55.58
2/13/2015,60.44,67.0099,70.13,63.94,52.12,47.72,56.03
2/17/2015,60.49,67.18,70.43,63.98,52.37,47.68,55.93
2/18/2015,60.61,67.04,70.64,64.11,52.19,48.52,55.98
2/19/2015,60.6,67.04,70.684,64.23,52.13,48.88,55.72
2/20/2015,61.01,67.07,71.26,64.7,52.49,49.32,56.17
2/23/2015,60.85,67.15,71.51,64.75,52.09,49.04,56
2/24/2015,61.13,67.42,71.59,64.89,52.71,49.28,56.4
2/25/2015,61.16,67.34,71.42,64.99,52.54,49.16,56.72
2/26/2015,61.06,67.04,71.53,64.95,53.08,49.6,56.8
2/27/2015,60.91,67.04,71.26,64.85,53.06,49.4,56.63
3/02/2015,61.15,67.4,71.7,65.35,53.3,49.52,57.06
3/03/2015,60.83,66.94,71.22,64.98,52,49.28,57.24
3/04/2015,60.55,66.71,71.13,64.7072,51.48,49.04,57.04
3/05/2015,60.61,66.8099,71.29,64.91,51.2,49.32,57.08
3/06/2015,59.79,65.76,70.15,63.9299,50.65,49.24,56.79
3/09/2015,59.87,66.18,70.58,64.29,51.1,49.08,56.35
3/10/2015,58.78,65.06,69.49,63.22,50,48.36,54.97
3/11/2015,58.81,65.078,69.34,62.9,50.28,48.8,55.12
3/12/2015,59.5,65.618,70.12,63.56,50.76,49.88,55.59
3/13/2015,59.12,65.43,69.82,63.13,50.94,49.92,54.79
3/16/2015,59.83,66.19,70.89,64.06,51.83,50.12,55.59
3/17/2015,59.77,66.07,70.9358,63.78,52.14,50.24,57.01
3/18/2015,60.74,66.8,71.7,64.56,52.91,51.02,57.96
3/19/2015,60.22,66.3876,71.8,64.5499,52.79,50.44,57.21
3/20/2015,61.12,67.233,72.3399,65.17,52.97,51.24,57.77
3/23/2015,61.18,67.1,71.97,65.1599,52.9,51.48,57.92
3/24/2015,61,66.62,71.61,64.71,52.69,51.36,58.08
3/25/2015,60.36,65.566,69.92,63.5599,52.07,51.24,57.8
3/26/2015,60.06,65.3,69.9372,63.46,52.08,50.72,57.34
3/27/2015,60.12,65.2287,70.46,63.49,52.84,50.92,57.32
3/30/2015,60.64,66.1,71.11,64.22,54.79,51.12,57.58
3/31/2015,60.02,65.725,70.2999,63.61,54.5,50.12,57.24
4/01/2015,60.2,65.57,69.72,63.23,55.39,50.32,57.39
4/02/2015,60.56,65.628,69.89,63.35,56.07,50.76,58.01
4/06/2015,61.06,66.26,70.236,63.6972,56.71,51.36,58.78
4/07/2015,60.96,65.97,70.22,63.8199,56.75,51.6,58.11
4/08/2015,61.35,66.02,70.46,63.9,60.21,51.68,58.75
4/09/2015,61.59,66.2798,70.701,64.22,62.84,51.68,58.58
4/10/2015,61.86,66.678,71.1,64.38,62.25,51.76,59.6
4/13/2015,61.53,66.6316,70.73,64.17,62.77,51.4,59.42
4/14/2015,61.76,66.6,70.65,64.0076,62.21,51.74,60.46
4/15/2015,62.095,67.3,70.88,64.41,62.47,52,60.82
4/16/2015,62.19,66.98,70.92,64.25,63.44,52.12,61.52
4/17/2015,61.42,66.28,70.06,63.44,61.22,51.7,61.02
4/20/2015,61.75,66.946,70.82,64.14,61.56,51.88,61.75
4/21/2015,61.93,66.88,71.025,64.2,62.89,52.68,61.44
4/22/2015,62.2,66.47,71.27,64.58,64.07,53.08,61.92
4/23/2015,62.43,67.2,71.37,64.89,63.53,53.04,62.92
4/24/2015,62.65,67.09,71.49,65.134,63.54,53.24,62.64
4/27/2015,62.63,67.098,70.9348,64.88,64.4,53.12,62.66
4/28/2015,62.75,67.2266,71,64.95,64.43,53.28,62.84
4/29/2015,62.39,67.0212,70.54,64.5808,63.59,52.8,61.96
4/30/2015,61.74,66.54,69.565,63.72,62.68,51.44,61.17
5/01/2015,62.3,67.0101,70.6299,64.63,63.26,52.08,61.16
5/04/2015,62.44,67.45,70.8,64.77,63.78,52.32,61.68
5/05/2015,61.65,66.67,69.748,64.1,61.84,51.32,60.98
5/06/2015,61.48,66.38,69.47,63.74,60.51,51.28,60.35
5/07/2015,61.49,66.5503,70.06,64.08,60.18,51.36,59.71
5/08/2015,62.47,67.3416,70.96,65.04,61.58,52.56,59.98
5/11/2015,62.1,67.02,70.73,64.8421,61.18,51.72,59.26
5/12/2015,61.97,66.9399,70.48,64.64,60.87,51.7,59.27
5/13/2015,62.13,66.79,70.56,64.62,60.32,52.04,59.64
5/14/2015,62.79,67.3801,71.55,65.3972,60.75,52.3,60.33
5/15/2015,62.91,67.51,71.7,65.4499,61.79,52.56,59.77
5/18/2015,62.86,67.7,72.08,65.63,61.09,53,59.43
5/19/2015,62.75,67.7461,72.06,65.69,61.75,53.04,59.57
5/20/2015,62.74,67.836,72.04,65.62,61.29,53.04,59.91
5/21/2015,62.99,67.82,72.14,65.73,61.04,53.22,59.57
5/22/2015,62.74,67.89,72.03,65.53,62.8,53.12,59.87
5/26/2015,61.89,66.9499,71.3,64.73,63.06,52.44,58.87
5/27/2015,62.34,67.434,72.241,65.26,63,52.8,57.99
5/28/2015,62.23,67.55,72.1395,65.2222,60.77,52.68,57.83
5/29/2015,61.74,67.15,71.91,64.69,59.85,52.2,57.8
6/01/2015,61.7,67.15,71.97,64.86,60.51,52.44,57.24
6/02/2015,61.8,67.24,71.66,64.8,60.41,52.32,57.07
6/03/2015,62.02,67.3995,71.77,64.92,60.89,52.52,56.7
6/04/2015,61.42,66.899,71.21,64.33,60.35,52.16,56.31
6/05/2015,61.05,66.8812,71,64.2,59.94,51.84,55.84
6/08/2015,60.81,66.6299,70.58,63.79,60.07,51.56,55.88
6/09/2015,60.66,66.66,70.64,63.78,59.21,51.04,55.72
6/10/2015,61.56,67.334,71.5,64.65,58.77,51.88,56.24
6/11/2015,61.74,67.44,71.7,64.91,59.14,52.12,55.98
6/12/2015,61.31,66.93,71.31,64.39,59.63,51.84,55.41
6/15/2015,60.99,66.62,71.26,64.05,58.04,52,55.14
6/16/2015,61.14,66.9668,71.73,64.47,57.26,51.76,54.78
6/17/2015,61.18,67.12,71.84,64.7243,57.53,51.32,55.26
6/18/2015,61.79,67.71,72.863,65.3899,57.81,51.36,55.8
6/19/2015,61.42,67.444,72.8,65.18,57.26,51.4,55.69
6/22/2015,62.16,67.74,73.13,65.4099,57.95,52.2,56.42
6/23/2015,62.3,67.78,73.27,65.3,59.34,52.8,56.81
6/24/2015,61.86,66.983,72.4,64.6412,59.44,52.24,56.32
6/25/2015,60.96,67.0043,72.8,64.4,57.92,52.08,56.08
6/26/2015,60.9,66.5602,72.58,64.34,56.42,52.32,55.78
6/29/2015,59.35,65.55,71.23,62.91,54.82,51,54.86
6/30/2015,59.45,65.7,71.44,63.2,56.04,51.24,55.11
7/01/2015,59.81,65.75,72.11,63.52,55.64,51.6,55.71
7/02/2015,59.85,65.89,71.95,63.62,55.67,51.6,55.77
7/06/2015,59.14,65.37,71.8,63.35,52.86,51.24,54.09
7/07/2015,59.2,65.84,72.2499,63.79,50.72,51.36,53.66
7/08/2015,58,64.66,71.19,62.82,47.34,49.24,52.4
7/09/2015,58.48,65.0483,71.48,63.01,49.72,49.84,53.08
7/10/2015,59.72,65.68,72.59,63.67,52.28,50.64,53.58
7/13/2015,60.18,66.32,73.36,64.52,52.55,51.32,53.66
7/14/2015,60.55,66.6733,73.78,64.8,52.51,51.64,53.2
7/15/2015,60.39,66.48,73.64,64.76,51.28,51.6,52.84
7/16/2015,60.83,66.9397,74.06,65.22,52.27,51.8,53.45
7/17/2015,60.79,66.875,74.06,65.67,52.76,51.92,52.95
7/20/2015,60.8,66.865,74.2999,65.81,52.53,51.92,52.49
7/21/2015,60.65,66.4279,73.88,65.62,52.82,51.76,52.69
7/22/2015,60.32,66.43,73.91,65.35,52.15,51.52,52.05
7/23/2015,60.02,66.1604,73.5426,65,52.14,51.48,51.5
7/24/2015,59.38,65.76,73.37,64.03,51.56,51,50.58
7/27/2015,58.83,64.83,72.8,63.62,49.27,50.8,50.91
7/28/2015,59.53,65.63,73.729,64.465,50.14,51.04,51.67
7/29/2015,59.9,66.24,74.21,65.0099,50.82,51.24,52
7/30/2015,59.86,66.1501,74.14,65.22,50.13,51.32,50.85
7/31/2015,59.94,65.91,74.1504,65.02,50.04,51.72,51.18
8/03/2015,59.75,65.7701,74.07,64.76,49.26,51.52,50.41
8/04/2015,59.69,65.49,73.79,64.78,49.5,51.44,50.87
8/05/2015,59.94,65.64,74.09,65.31,49.86,51.76,50.58
8/06/2015,59.54,65.37,72.76,64.52,49.3,51.6,50.03
8/07/2015,59.44,65.105,72.71,64.38,49.81,51.76,50.02
8/10/2015,60.22,66.02,73.2569,65.12,50.95,52.52,50.59
8/11/2015,59.42,65.31,72.82,64.61,50.32,51.6,48.91
8/12/2015,59.21,65.34,72.59,64.7,49.35,51.28,48.97
8/13/2015,59.15,65.63,72.85,64.71,49.54,51.68,49.08
8/14/2015,59.29,65.61,73.03,64.86,49.73,51.68,49.19
8/17/2015,59.31,65.85,73.768,65.2,49.51,51.8,48.48
8/18/2015,59.03,65.77,73.67,65.1214,48.43,51.44,48.17
8/19/2015,58.48,65.2409,73.38,64.87,47.38,50.88,47.85
8/20/2015,57.19,63.94,71.58,63.52,45.97,49.36,46.76
8/21/2015,55.56,62.15,69.2,61.275,44.57,47.68,45.67
8/24/2015,53.46,59.71,66.46,58.94,41.38,46,44.7
8/25/2015,53.36,59.99,66.28,58.25,42.64,46.28,45.59
8/26/2015,55.17,60.55,68.91,60.93,43.74,48.12,46.91
8/27/2015,56.35,61.95,70.6,62.16,45.86,49,48.14
8/28/2015,56.3,62.144,70.47,62.18,44.67,49.24,47.99
8/31/2015,55.86,62.1,69.7,61.5,44.1,48.48,47.84
9/01/2015,54.03,60.06,67.81,59.82,42.07,46.28,46.84
9/02/2015,54.98,60.58,69.34,60.8599,42.61,47.12,47.65
9/03/2015,55.09,61.4052,69.33,60.99,42.86,47.48,47.39
9/04/2015,54.05,60.59,68.6399,60.12,41.67,45.96,46.18
9/08/2015,55.48,61.86,70.31,61.59,44.41,47.04,47.33
9/09/2015,54.94,61.4599,69.36,60.587,44.4,46.96,47.94
9/10/2015,55.31,61.4517,69.74,60.98,44.58,46.92,48.5
9/11/2015,55.42,61.62,70.57,61.36,44.9,46.96,48.58
9/14/2015,55.15,61.42,70.1661,61.11,44.45,46.84,48.17
9/15/2015,55.7,62.44,71.0701,61.9,44.97,47.2,48.73
9/16/2015,56.48,62.99,71.56,62.32,46.31,47.6,50.63
9/17/2015,56.4,62.8999,71.75,62.2499,45.66,47.56,50.56
9/18/2015,55.25,61.41,70.7099,61.31,44.75,46.04,49.99
9/21/2015,55.41,61.75,71.2,61.58,45.54,46.32,49.31
9/22/2015,54.43,60.59,70.39,61.07,44.8,45.64,48.66
9/23/2015,54.18,60.5,70.48,60.93,44.07,45.64,48.23
9/24/2015,53.99,60.31,69.95,60.76,43.85,45.32,47.97
9/25/2015,54.13,59.97,69.365,60.56,43.66,46.44,48.02
9/28/2015,52.85,58.44,67.1999,59.23,42.63,45.32,47.05
9/29/2015,52.83,58.472,66.7,59.41,42.72,44.76,46.9
9/30/2015,53.94,59.96,68.21,60.45,43.81,45.72,48.78
10/01/2015,54.06,59.69,68.79,60.44,44.11,46.04,49.58
10/02/2015,54.99,60.505,69.79,61.24,45.84,46.6,50.07
10/05/2015,56.04,62.28,70.515,62.21,46.46,47.76,51.07
10/06/2015,55.99,62.26,69.62,61.99,45.84,47.36,50.95
10/07/2015,56.61,62.95,69.83,62.49,47.51,48.12,52.49
10/08/2015,57.11,63.66,70.3,63.1,47.86,48.28,52.91
10/09/2015,57.21,63.5566,70.68,63.15,47.54,48.4,53.39
10/12/2015,57.15,63.61,70.95,63.0766,47.61,48.48,53.19
10/13/2015,56.57,63.32,70.55,62.62,47.04,47.96,52.54
10/14/2015,56.63,63.07,69.99,62.24,47.11,47.4,53.1
10/15/2015,57.56,63.78,70.96,63.19,48.82,48.6,54.59
10/16/2015,57.66,63.8367,71.55,63.55,48.92,48.84,54.31
10/19/2015,57.49,63.96,71.88,63.63,48.49,48.6,54
10/20/2015,57.39,63.88,71.27,63.65,48.5,48.32,54.26
10/21/2015,57.08,63.2939,70.7,63.5,47.89,48.96,53.85
10/22/2015,57.91,64.17,71.17,64.92,49.01,49.56,54.65
